sample_id,big_region,sub_region,fastq1,fastq2
population7_PE3-5,population7,PE3-5,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/PE3-5/FP150001913BR_L01_397_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/PE3-5/FP150001913BR_L01_397_2.fq.gz
population7_PE3-6,population7,PE3-6,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/PE3-6/FP150001911BR_L01_398_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/PE3-6/FP150001911BR_L01_398_2.fq.gz
population7_PE3-7,population7,PE3-7,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/PE3-7/FP150001911BR_L01_399_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/PE3-7/FP150001911BR_L01_399_2.fq.gz
population7_PE3-8,population7,PE3-8,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/PE3-8/FP150001913BR_L01_400_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/PE3-8/FP150001913BR_L01_400_2.fq.gz
population7_PE3-9,population7,PE3-9,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/PE3-9/FP150001913BR_L01_445_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/PE3-9/FP150001913BR_L01_445_2.fq.gz
population7_QH01,population7,QH01,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/QH01/FP150001913BR_L01_403_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/QH01/FP150001913BR_L01_403_2.fq.gz
population7_QH02,population7,QH02,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/QH02/FP150001913BR_L01_404_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/QH02/FP150001913BR_L01_404_2.fq.gz
population7_QH03,population7,QH03,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/QH03/FP150001911BR_L01_405_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/QH03/FP150001911BR_L01_405_2.fq.gz
population7_QH04,population7,QH04,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/QH04/FP150001913BR_L01_406_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/QH04/FP150001913BR_L01_406_2.fq.gz
population7_QH05,population7,QH05,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/QH05/FP150001911BR_L01_407_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/QH05/FP150001911BR_L01_407_2.fq.gz
population7_QH06,population7,QH06,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/QH06/FP150001911BR_L01_408_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/QH06/FP150001911BR_L01_408_2.fq.gz
population7_QH07,population7,QH07,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/QH07/FP150001911BR_L01_409_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/QH07/FP150001911BR_L01_409_2.fq.gz
population7_QH08,population7,QH08,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/QH08/FP150001913BR_L01_410_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/QH08/FP150001913BR_L01_410_2.fq.gz
population7_QH09,population7,QH09,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/QH09/FP150001913BR_L01_411_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/QH09/FP150001913BR_L01_411_2.fq.gz
population7_QH10,population7,QH10,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/QH10/FP150001911BR_L01_412_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/QH10/FP150001911BR_L01_412_2.fq.gz
population7_SY01,population7,SY01,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/SY01/FP150001911BR_L01_413_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/SY01/FP150001911BR_L01_413_2.fq.gz
population7_SY02,population7,SY02,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/SY02/FP150001913BR_L01_414_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/SY02/FP150001913BR_L01_414_2.fq.gz
population7_SY03,population7,SY03,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/SY03/FP150001913BR_L01_415_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/SY03/FP150001913BR_L01_415_2.fq.gz
population7_SY04,population7,SY04,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/SY04/FP150001911BR_L01_416_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/SY04/FP150001911BR_L01_416_2.fq.gz
population7_SY05,population7,SY05,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/SY05/FP150001913BR_L01_417_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/SY05/FP150001913BR_L01_417_2.fq.gz
population7_SY06,population7,SY06,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/SY06/FP150001913BR_L01_418_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/SY06/FP150001913BR_L01_418_2.fq.gz
population7_SY07,population7,SY07,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/SY07/FP150001913BR_L01_419_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/SY07/FP150001913BR_L01_419_2.fq.gz
population7_SY08,population7,SY08,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/SY08/FP150001913BR_L01_420_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/SY08/FP150001913BR_L01_420_2.fq.gz
population7_SY09,population7,SY09,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/SY09/FP150001913BR_L01_421_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/SY09/FP150001913BR_L01_421_2.fq.gz
population7_SY10,population7,SY10,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/SY10/FP150001911BR_L01_423_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/population7/SY10/FP150001911BR_L01_423_2.fq.gz
yunnan50_BS01,yunnan50,BS01,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/BS01/FP150000414BL_L01_403_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/BS01/FP150000414BL_L01_403_2.fq.gz
yunnan50_BS02,yunnan50,BS02,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/BS02/FP150000414BL_L01_410_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/BS02/FP150000414BL_L01_410_2.fq.gz
yunnan50_BS03,yunnan50,BS03,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/BS03/FP150000413BL_L01_369_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/BS03/FP150000413BL_L01_369_2.fq.gz
yunnan50_BS04,yunnan50,BS04,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/BS04/FP150000414BL_L01_399_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/BS04/FP150000414BL_L01_399_2.fq.gz
yunnan50_BS05,yunnan50,BS05,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/BS05/FP150000413BL_L01_374_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/BS05/FP150000413BL_L01_374_2.fq.gz
yunnan50_BS06,yunnan50,BS06,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/BS06/FP150000414BL_L01_413_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/BS06/FP150000414BL_L01_413_2.fq.gz
yunnan50_BS07,yunnan50,BS07,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/BS07/FP150000414BL_L01_390_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/BS07/FP150000414BL_L01_390_2.fq.gz
yunnan50_BS08,yunnan50,BS08,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/BS08/FP150000414BL_L01_406_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/BS08/FP150000414BL_L01_406_2.fq.gz
yunnan50_BS09,yunnan50,BS09,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/BS09/FP150000414BL_L01_389_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/BS09/FP150000414BL_L01_389_2.fq.gz
yunnan50_BS10,yunnan50,BS10,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/BS10/FP150000414BL_L01_405_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/BS10/FP150000414BL_L01_405_2.fq.gz
yunnan50_LC01,yunnan50,LC01,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/LC01/FP150000414BL_L01_391_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/LC01/FP150000414BL_L01_391_2.fq.gz
yunnan50_LC02,yunnan50,LC02,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/LC02/FP150000414BL_L01_408_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/LC02/FP150000414BL_L01_408_2.fq.gz
yunnan50_LC03,yunnan50,LC03,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/LC03/FP150000414BL_L01_388_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/LC03/FP150000414BL_L01_388_2.fq.gz
yunnan50_LC04,yunnan50,LC04,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/LC04/FP150000414BL_L01_386_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/LC04/FP150000414BL_L01_386_2.fq.gz
yunnan50_LC05,yunnan50,LC05,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/LC05/FP150000414BL_L01_395_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/LC05/FP150000414BL_L01_395_2.fq.gz
yunnan50_LC06,yunnan50,LC06,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/LC06/FP150000414BL_L01_397_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/LC06/FP150000414BL_L01_397_2.fq.gz
yunnan50_LC07,yunnan50,LC07,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/LC07/FP150000413BL_L01_378_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/LC07/FP150000413BL_L01_378_2.fq.gz
yunnan50_LC08,yunnan50,LC08,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/LC08/FP150000413BL_L01_366_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/LC08/FP150000413BL_L01_366_2.fq.gz
yunnan50_LC09,yunnan50,LC09,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/LC09/FP150000413BL_L01_375_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/LC09/FP150000413BL_L01_375_2.fq.gz
yunnan50_LC10,yunnan50,LC10,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/LC10/FP150000414BL_L01_398_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/LC10/FP150000414BL_L01_398_2.fq.gz
yunnan50_MH01,yunnan50,MH01,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/MH01/FP150000409TR_L01_355_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/MH01/FP150000409TR_L01_355_2.fq.gz
yunnan50_MH02,yunnan50,MH02,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/MH02/FP150000409TR_L01_357_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/MH02/FP150000409TR_L01_357_2.fq.gz
yunnan50_MH03,yunnan50,MH03,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/MH03/FP150000409TR_L01_358_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/MH03/FP150000409TR_L01_358_2.fq.gz
yunnan50_MH04,yunnan50,MH04,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/MH04/FP150000409TR_L01_359_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/MH04/FP150000409TR_L01_359_2.fq.gz
yunnan50_MH05,yunnan50,MH05,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/MH05/FP150000409TR_L01_360_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/MH05/FP150000409TR_L01_360_2.fq.gz
yunnan50_MH06,yunnan50,MH06,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/MH06/FP150000409TR_L01_361_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/MH06/FP150000409TR_L01_361_2.fq.gz
yunnan50_MH07,yunnan50,MH07,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/MH07/FP150000409TR_L01_362_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/MH07/FP150000409TR_L01_362_2.fq.gz
yunnan50_MH08,yunnan50,MH08,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/MH08/FP150000409TR_L01_363_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/MH08/FP150000409TR_L01_363_2.fq.gz
yunnan50_MH09,yunnan50,MH09,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/MH09/FP150000413BL_L01_364_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/MH09/FP150000413BL_L01_364_2.fq.gz
yunnan50_MH10,yunnan50,MH10,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/MH10/FP150000413BL_L01_365_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/MH10/FP150000413BL_L01_365_2.fq.gz
yunnan50_RL01,yunnan50,RL01,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/RL01/FP150000413BL_L01_376_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/RL01/FP150000413BL_L01_376_2.fq.gz
yunnan50_RL02,yunnan50,RL02,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/RL02/FP150000414BL_L01_392_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/RL02/FP150000414BL_L01_392_2.fq.gz
yunnan50_RL03,yunnan50,RL03,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/RL03/FP150000413BL_L01_384_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/RL03/FP150000413BL_L01_384_2.fq.gz
yunnan50_RL04,yunnan50,RL04,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/RL04/FP150000413BL_L01_373_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/RL04/FP150000413BL_L01_373_2.fq.gz
yunnan50_RL05,yunnan50,RL05,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/RL05/FP150000413BL_L01_379_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/RL05/FP150000413BL_L01_379_2.fq.gz
yunnan50_RL06,yunnan50,RL06,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/RL06/FP150000414BL_L01_407_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/RL06/FP150000414BL_L01_407_2.fq.gz
yunnan50_RL07,yunnan50,RL07,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/RL07/FP150000414BL_L01_401_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/RL07/FP150000414BL_L01_401_2.fq.gz
yunnan50_RL08,yunnan50,RL08,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/RL08/FP150000414BL_L01_404_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/RL08/FP150000414BL_L01_404_2.fq.gz
yunnan50_RL09,yunnan50,RL09,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/RL09/FP150000413BL_L01_371_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/RL09/FP150000413BL_L01_371_2.fq.gz
yunnan50_RL10,yunnan50,RL10,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/RL10/FP150000413BL_L01_383_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/RL10/FP150000413BL_L01_383_2.fq.gz
yunnan50_YJ01,yunnan50,YJ01,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/YJ01/FP150000413BL_L01_381_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/YJ01/FP150000413BL_L01_381_2.fq.gz
yunnan50_YJ02,yunnan50,YJ02,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/YJ02/FP150000413BL_L01_370_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/YJ02/FP150000413BL_L01_370_2.fq.gz
yunnan50_YJ03,yunnan50,YJ03,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/YJ03/FP150000413BL_L01_368_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/YJ03/FP150000413BL_L01_368_2.fq.gz
yunnan50_YJ04,yunnan50,YJ04,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/YJ04/FP150000413BL_L01_382_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/YJ04/FP150000413BL_L01_382_2.fq.gz
yunnan50_YJ05,yunnan50,YJ05,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/YJ05/FP150000413BL_L01_372_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/YJ05/FP150000413BL_L01_372_2.fq.gz
yunnan50_YJ06,yunnan50,YJ06,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/YJ06/FP150000414BL_L01_387_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/YJ06/FP150000414BL_L01_387_2.fq.gz
yunnan50_YJ07,yunnan50,YJ07,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/YJ07/FP150000414BL_L01_400_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/YJ07/FP150000414BL_L01_400_2.fq.gz
yunnan50_YJ08,yunnan50,YJ08,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/YJ08/FP150000414BL_L01_394_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/YJ08/FP150000414BL_L01_394_2.fq.gz
yunnan50_YJ09,yunnan50,YJ09,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/YJ09/FP150000413BL_L01_380_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/YJ09/FP150000413BL_L01_380_2.fq.gz
yunnan50_YJ10,yunnan50,YJ10,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/YJ10/FP150000414BL_L01_396_1.fq.gz,/public/agis/wanfanghao_group/zoujianghua/sorted_data/yunnan50/YJ10/FP150000414BL_L01_396_2.fq.gz
