sample,number_id,temp,phase,time,time_h,t_eff_h,replicate,pos_file,pos_inj,neg_file,neg_inj,sample_type
HT35_T2h_R1,250059102,35,stress_35_T2h,2h,2.0,2.0,R1,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C2_FZTM250059102-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C2_FZTM250059102-1A.mzXML,1A,biological
HT35_T2h_R2,250059103,35,stress_35_T2h,2h,2.0,2.0,R2,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C2_FZTM250059103-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C2_FZTM250059103-1A.mzXML,1A,biological
HT35_T2h_R3,250059104,35,stress_35_T2h,2h,2.0,2.0,R3,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C2_FZTM250059104-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C2_FZTM250059104-1A.mzXML,1A,biological
HT35_T2h_R4,250059105,35,stress_35_T2h,2h,2.0,2.0,R4,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C2_FZTM250059105-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C2_FZTM250059105-1A.mzXML,1A,biological
HT35_T2h_R5,250059106,35,stress_35_T2h,2h,2.0,2.0,R5,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C2_FZTM250059106-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C2_FZTM250059106-1A.mzXML,1A,biological
HT35_T1d_R1,250059107,35,stress_35_T1d,1d,24.0,24.0,R1,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C3_FZTM250059107-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C3_FZTM250059107-1A.mzXML,1A,biological
HT35_T1d_R2,250059108,35,stress_35_T1d,1d,24.0,24.0,R2,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C3_FZTM250059108-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C3_FZTM250059108-1A.mzXML,1A,biological
HT35_T1d_R3,250059109,35,stress_35_T1d,1d,24.0,24.0,R3,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C3_FZTM250059109-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C3_FZTM250059109-1A.mzXML,1A,biological
HT35_T1d_R4,250059110,35,stress_35_T1d,1d,24.0,24.0,R4,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C3_FZTM250059110-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C3_FZTM250059110-1A.mzXML,1A,biological
HT35_T1d_R5,250059111,35,stress_35_T1d,1d,24.0,24.0,R5,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C3_FZTM250059111-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C3_FZTM250059111-1A.mzXML,1A,biological
HT35_T3d_R1,250059112,35,stress_35_T3d,3d,72.0,72.0,R1,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C4_FZTM250059112-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C4_FZTM250059112-1A.mzXML,1A,biological
HT35_T3d_R2,250059113,35,stress_35_T3d,3d,72.0,72.0,R2,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C4_FZTM250059113-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C4_FZTM250059113-1A.mzXML,1A,biological
HT35_T3d_R3,250059114,35,stress_35_T3d,3d,72.0,72.0,R3,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C4_FZTM250059114-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C4_FZTM250059114-1A.mzXML,1A,biological
HT35_T3d_R4,250059115,35,stress_35_T3d,3d,72.0,72.0,R4,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C4_FZTM250059115-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C4_FZTM250059115-1A.mzXML,1A,biological
HT35_T3d_R5,250059116,35,stress_35_T3d,3d,72.0,72.0,R5,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C4_FZTM250059116-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C4_FZTM250059116-1A.mzXML,1A,biological
HT35_T7d_R1,250059117,35,stress_35_T7d,7d,168.0,168.0,R1,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C5_FZTM250059117-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C5_FZTM250059117-1A.mzXML,1A,biological
HT35_T7d_R2,250059118,35,stress_35_T7d,7d,168.0,168.0,R2,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C5_FZTM250059118-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C5_FZTM250059118-1A.mzXML,1A,biological
HT35_T7d_R3,250059119,35,stress_35_T7d,7d,168.0,168.0,R3,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C5_FZTM250059119-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C5_FZTM250059119-1A.mzXML,1A,biological
HT35_T7d_R4,250059120,35,stress_35_T7d,7d,168.0,168.0,R4,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C5_FZTM250059120-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C5_FZTM250059120-1A.mzXML,1A,biological
HT35_T7d_R5,250059121,35,stress_35_T7d,7d,168.0,168.0,R5,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C5_FZTM250059121-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C5_FZTM250059121-1A.mzXML,1A,biological
HT35_T14d_R1,250059122,35,stress_35_T14d,14d,336.0,336.0,R1,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C6_FZTM250059122-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C6_FZTM250059122-1A.mzXML,1A,biological
HT35_T14d_R2,250059123,35,stress_35_T14d,14d,336.0,336.0,R2,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C6_FZTM250059123-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C6_FZTM250059123-1A.mzXML,1A,biological
HT35_T14d_R3,250059124,35,stress_35_T14d,14d,336.0,336.0,R3,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C6_FZTM250059124-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C6_FZTM250059124-1A.mzXML,1A,biological
HT35_T14d_R4,250059125,35,stress_35_T14d,14d,336.0,336.0,R4,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C6_FZTM250059125-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C6_FZTM250059125-1A.mzXML,1A,biological
HT35_T14d_R5,250059126,35,stress_35_T14d,14d,336.0,336.0,R5,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C6_FZTM250059126-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C6_FZTM250059126-1A.mzXML,1A,biological
LT10_T14d_R1,250059477,10,stress_10_T14d,14d,336.0,336.0,R1,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C1_FZTM250059477-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C1_FZTM250059477-1A.mzXML,1A,biological
LT10_T14d_R2,250059478,10,stress_10_T14d,14d,336.0,336.0,R2,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C1_FZTM250059478-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C1_FZTM250059478-1A.mzXML,1A,biological
LT10_T14d_R3,250059479,10,stress_10_T14d,14d,336.0,336.0,R3,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C1_FZTM250059479-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C1_FZTM250059479-1A.mzXML,1A,biological
LT10_T14d_R4,250059480,10,stress_10_T14d,14d,336.0,336.0,R4,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C1_FZTM250059480-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C1_FZTM250059480-1A.mzXML,1A,biological
LT10_T14d_R5,250059481,10,stress_10_T14d,14d,336.0,336.0,R5,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C1_FZTM250059481-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C1_FZTM250059481-1A.mzXML,1A,biological
CK25_T8d_R1,250069392,25,control_25_T8d,8d,192.0,192.0,R1,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C1_FZTM250069392-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C1_FZTM250069392-1A.mzXML,1A,biological
CK25_T8d_R2,250069393,25,control_25_T8d,8d,192.0,192.0,R2,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C1_FZTM250069393-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C1_FZTM250069393-1A.mzXML,1A,biological
CK25_T8d_R3,250069394,25,control_25_T8d,8d,192.0,192.0,R3,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C1_FZTM250069394-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C1_FZTM250069394-1A.mzXML,1A,biological
CK25_T8d_R4,250069395,25,control_25_T8d,8d,192.0,192.0,R4,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C1_FZTM250069395-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C1_FZTM250069395-1A.mzXML,1A,biological
CK25_T8d_R5,250069396,25,control_25_T8d,8d,192.0,192.0,R5,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C1_FZTM250069396-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C1_FZTM250069396-1A.mzXML,1A,biological
CK25_T10d_R1,250069397,25,control_25_T10d,10d,240.0,240.0,R1,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C2_FZTM250069397-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C2_FZTM250069397-1A.mzXML,1A,biological
CK25_T10d_R2,250069398,25,control_25_T10d,10d,240.0,240.0,R2,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C2_FZTM250069398-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C2_FZTM250069398-1A.mzXML,1A,biological
CK25_T10d_R3,250069399,25,control_25_T10d,10d,240.0,240.0,R3,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C2_FZTM250069399-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C2_FZTM250069399-1A.mzXML,1A,biological
CK25_T10d_R4,250069400,25,control_25_T10d,10d,240.0,240.0,R4,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C2_FZTM250069400-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C2_FZTM250069400-1A.mzXML,1A,biological
CK25_T10d_R5,250069401,25,control_25_T10d,10d,240.0,240.0,R5,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C2_FZTM250069401-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C2_FZTM250069401-1A.mzXML,1A,biological
HTR_T6h_R1,250069402,25,recovery_from_35_T6h,6h,6.0,174.0,R1,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C3_FZTM250069402-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C3_FZTM250069402-1A.mzXML,1A,biological
HTR_T6h_R2,250069403,25,recovery_from_35_T6h,6h,6.0,174.0,R2,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C3_FZTM250069403-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C3_FZTM250069403-1A.mzXML,1A,biological
HTR_T6h_R3,250069404,25,recovery_from_35_T6h,6h,6.0,174.0,R3,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C3_FZTM250069404-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C3_FZTM250069404-1A.mzXML,1A,biological
HTR_T6h_R4,250069405,25,recovery_from_35_T6h,6h,6.0,174.0,R4,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C3_FZTM250069405-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C3_FZTM250069405-1A.mzXML,1A,biological
HTR_T6h_R5,250069406,25,recovery_from_35_T6h,6h,6.0,174.0,R5,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C3_FZTM250069406-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C3_FZTM250069406-1A.mzXML,1A,biological
HTR_T1d_R1,250069407,25,recovery_from_35_T1d,1d,24.0,192.0,R1,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C4_FZTM250069407-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C4_FZTM250069407-1A.mzXML,1A,biological
HTR_T1d_R2,250069408,25,recovery_from_35_T1d,1d,24.0,192.0,R2,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C4_FZTM250069408-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C4_FZTM250069408-1A.mzXML,1A,biological
HTR_T1d_R3,250069409,25,recovery_from_35_T1d,1d,24.0,192.0,R3,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C4_FZTM250069409-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C4_FZTM250069409-1A.mzXML,1A,biological
HTR_T1d_R4,250069410,25,recovery_from_35_T1d,1d,24.0,192.0,R4,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C4_FZTM250069410-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C4_FZTM250069410-1A.mzXML,1A,biological
HTR_T1d_R5,250069411,25,recovery_from_35_T1d,1d,24.0,192.0,R5,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C4_FZTM250069411-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C4_FZTM250069411-1A.mzXML,1A,biological
HTR_T3d_R1,250069412,25,recovery_from_35_T3d,3d,72.0,240.0,R1,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C5_FZTM250069412-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C5_FZTM250069412-1A.mzXML,1A,biological
HTR_T3d_R2,250069413,25,recovery_from_35_T3d,3d,72.0,240.0,R2,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C5_FZTM250069413-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C5_FZTM250069413-1A.mzXML,1A,biological
HTR_T3d_R3,250069414,25,recovery_from_35_T3d,3d,72.0,240.0,R3,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C5_FZTM250069414-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C5_FZTM250069414-1A.mzXML,1A,biological
HTR_T3d_R4,250069415,25,recovery_from_35_T3d,3d,72.0,240.0,R4,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C5_FZTM250069415-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C5_FZTM250069415-1A.mzXML,1A,biological
HTR_T3d_R5,250069416,25,recovery_from_35_T3d,3d,72.0,240.0,R5,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C5_FZTM250069416-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C5_FZTM250069416-1A.mzXML,1A,biological
HTR_T7d_R1,250069417,25,recovery_from_35_T7d,7d,168.0,336.0,R1,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C6_FZTM250069417-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C6_FZTM250069417-1A.mzXML,1A,biological
HTR_T7d_R2,250069418,25,recovery_from_35_T7d,7d,168.0,336.0,R2,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C6_FZTM250069418-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C6_FZTM250069418-1A.mzXML,1A,biological
HTR_T7d_R3,250069419,25,recovery_from_35_T7d,7d,168.0,336.0,R3,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C6_FZTM250069419-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C6_FZTM250069419-1A.mzXML,1A,biological
HTR_T7d_R4,250069420,25,recovery_from_35_T7d,7d,168.0,336.0,R4,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C6_FZTM250069420-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C6_FZTM250069420-1A.mzXML,1A,biological
HTR_T7d_R5,250069421,25,recovery_from_35_T7d,7d,168.0,336.0,R5,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C6_FZTM250069421-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C6_FZTM250069421-1A.mzXML,1A,biological
LTR_T6h_R1,250069422,25,recovery_from_10_T6h,6h,6.0,174.0,R1,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C7_FZTM250069422-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C7_FZTM250069422-1A.mzXML,1A,biological
LTR_T6h_R2,250069423,25,recovery_from_10_T6h,6h,6.0,174.0,R2,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C7_FZTM250069423-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C7_FZTM250069423-1A.mzXML,1A,biological
LTR_T6h_R3,250069424,25,recovery_from_10_T6h,6h,6.0,174.0,R3,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C7_FZTM250069424-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C7_FZTM250069424-1A.mzXML,1A,biological
LTR_T6h_R4,250069425,25,recovery_from_10_T6h,6h,6.0,174.0,R4,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C7_FZTM250069425-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C7_FZTM250069425-1A.mzXML,1A,biological
LTR_T6h_R5,250069426,25,recovery_from_10_T6h,6h,6.0,174.0,R5,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C7_FZTM250069426-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C7_FZTM250069426-1A.mzXML,1A,biological
LTR_T1d_R1,250069427,25,recovery_from_10_T1d,1d,24.0,192.0,R1,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C8_FZTM250069427-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C8_FZTM250069427-1A.mzXML,1A,biological
